City,State,Country,Latitude,Longitude,Timezone,Timestamp (OpenWeatherMap),Sunrise,Sunset,Temperature,Feels Like (Day),Feels Like (Night),Pressure,Humidity,Dew Point,UV Index,Cloud Cover,Visibility,Wind Speed,Wind Direction,Wind Gust,Weather Description,Max Temperature,Min Temperature,AQI,PM2.5,PM10,O3,CO
Visakhapatnam,Andhra Pradesh,India,17.69,83.2093,19800,2024-09-20 08:50:26,00:15,12:25,32.6,38.0,38.0,994.0,59,23.5,5,60,16,2.3,144,N/A,Scattered clouds,31.4,27.5,5,240.88,261.69,1.68,3337.86
Vijayawada,Andhra Pradesh,India,16.5167,80.6167,19800,2024-09-20 08:50:26,00:25,12:34,35.0,41.5,41.5,999.3,52,23.7,9,0,16,5.14,300,N/A,Clear sky,34.6,28.3,3,18.12,21.41,110.15,287.06
Guntur,Andhra Pradesh,India,16.3,80.45,19800,2024-09-20 08:50:26,00:25,12:34,34.3,38.6,38.6,996.0,49,22.0,4,89,16,3.2,310,N/A,Broken clouds,34.5,28.0,3,24.71,29.83,114.44,317.1
Nellore,Andhra Pradesh,India,14.4333,79.9667,19800,2024-09-20 08:50:27,00:30,12:39,37.0,37.9,37.9,996.0,31,17.1,10,0,16,5.8,312,N/A,Clear sky,36.7,27.6,3,20.99,23.56,121.59,243.66
Kakinada,Andhra Pradesh,India,16.9333,82.2167,19800,2024-09-20 08:50:27,00:21,12:30,34.5,39.7,39.7,997.0,51,22.9,4,83,16,3.5,253,N/A,Broken clouds,32.2,26.8,2,10.08,11.41,74.39,370.5
Tirupati,Andhra Pradesh,India,13.65,79.4167,19800,2024-09-20 08:50:27,00:30,12:39,32.6,32.5,32.5,942.0,37,16.1,10,0,16,3.2,320,N/A,Clear sky,35.3,25.5,2,4.88,5.65,85.83,206.95
Anantapur,Andhra Pradesh,India,14.6833,77.6,19800,2024-09-20 08:50:28,00:38,12:46,34.2,34.3,34.3,952.0,34,16.2,10,0,16,5.3,291,N/A,Clear sky,34.6,24.3,3,15.27,17.17,101.57,233.65
Kadapa,Andhra Pradesh,India,14.4667,78.8167,19800,2024-09-20 08:50:28,00:30,12:39,37.2,37.7,37.7,978.0,29,16.3,10,0,16,4.5,308,N/A,Clear sky,33.8,24.9,3,9.99,11.32,108.72,226.97
Rajahmundry,Andhra Pradesh,India,16.9833,81.7833,19800,2024-09-20 08:50:28,00:21,12:30,34.0,41.8,41.8,1008.3,59,24.9,6,55,16,5.66,280,N/A,Scattered clouds,31.8,27.6,3,9.77,10.98,105.86,287.06
Chittoor,Andhra Pradesh,India,13.2,79.1167,19800,2024-09-20 08:50:28,00:30,12:39,32.4,32.1,32.1,930.0,36,15.2,10,0,16,2.6,290,N/A,Clear sky,35.9,25.1,2,1.86,2.3,63.66,205.28
Eluru,Andhra Pradesh,India,16.7,81.1,19800,2024-09-20 08:50:29,00:25,12:34,34.6,38.9,38.9,991.0,48,21.9,7,43,16,4.5,320,N/A,Scattered clouds,34.4,26.8,3,12.25,14.28,101.57,280.38
Ongole,Andhra Pradesh,India,15.5,80.05,19800,2024-09-20 08:50:29,00:25,12:34,37.8,39.0,39.0,994.0,30,17.3,3,95,16,4.2,305,N/A,Overcast clouds,36.5,28.6,3,13.59,18.6,110.15,250.34
Srikakulam,Andhra Pradesh,India,18.3,83.9,19800,2024-09-20 08:50:29,00:15,12:25,31.8,36.8,36.8,997.0,61,23.2,9,0,16,3.7,126,N/A,Clear sky,31.2,26.8,3,12.2,12.98,105.86,407.22
Kurnool,Andhra Pradesh,India,15.8309,78.0425,19800,2024-09-20 08:50:30,00:34,12:44,33.6,34.4,34.4,964.0,39,17.5,10,0,16,4.1,280,N/A,Clear sky,33.5,24.6,3,17.94,21.93,117.3,243.66
Bapatla,Andhra Pradesh,India,15.9,80.4667,19800,2024-09-20 08:50:30,00:25,12:34,33.3,37.1,37.1,1000.0,51,21.7,3,95,16,4.0,338,N/A,Overcast clouds,34.6,27.7,3,15.61,20.88,104.43,290.39
Palakollu,Andhra Pradesh,India,16.5333,81.7333,19800,2024-09-20 08:50:30,00:21,12:30,35.1,40.3,40.3,1000.0,49,22.5,9,0,16,3.0,286,N/A,Clear sky,34.1,27.0,3,14.27,16.76,100.14,280.38
Adoni,Andhra Pradesh,India,15.6333,77.2833,19800,2024-09-20 08:50:31,00:34,12:44,33.8,34.5,34.5,959.0,38,17.4,10,0,16,4.8,282,N/A,Clear sky,33.1,23.5,2,7.04,8.59,95.84,233.65
Proddatur,Andhra Pradesh,India,14.7333,78.55,19800,2024-09-20 08:50:31,00:30,12:39,36.3,36.8,36.8,973.0,31,16.4,10,0,16,4.9,323,N/A,Clear sky,35.9,26.1,3,8.69,10.09,105.86,233.65
Narsipatnam,Andhra Pradesh,India,17.6667,82.6167,19800,2024-09-20 08:50:31,00:15,12:25,28.8,32.3,32.3,952.0,71,22.8,9,0,5,1.4,81,N/A,Clear sky,32.5,26.2,1,4.97,6.98,47.21,317.1
Itanagar,Arunachal Pradesh,India,27.1,93.6167,19800,2024-09-20 08:50:32,23:31,11:42,33.2,38.1,38.1,944.0,55,22.7,6,0,16,2.1,213,N/A,Haze,36.3,28.0,1,8.81,10.14,34.69,323.77
Pasighat,Arunachal Pradesh,India,28.0667,95.3333,19800,2024-09-20 08:50:32,23:27,11:38,32.5,34.9,34.9,918.0,49,20.4,6,0,16,2.3,156,N/A,Clear sky,35.0,26.5,1,9.52,10.38,34.69,353.81
Tawang,Arunachal Pradesh,India,27.5833,91.8667,19800,2024-09-20 08:50:32,23:41,11:52,22.7,22.5,22.5,767.0,57,13.6,4,55,16,2.8,181,N/A,Haze,17.9,12.4,1,1.96,2.19,32.19,226.97
Bomdila,Arunachal Pradesh,India,27.25,92.4,19800,2024-09-20 08:50:33,23:41,11:52,19.9,20.0,20.0,748.0,80,16.2,2,91,16,1.4,160,N/A,Light rain,21.2,17.0,1,1.71,1.8,37.91,200.27
Naharlagun,Arunachal Pradesh,India,27.1047,93.6952,19800,2024-09-20 08:50:33,23:31,11:42,34.1,39.9,39.9,958.0,54,23.4,6,0,16,2.0,199,N/A,Haze,36.3,28.0,1,8.81,10.14,34.69,323.77
Tezu,Arunachal Pradesh,India,27.9167,96.1667,19800,2024-09-20 08:50:33,23:27,11:38,34.4,41.4,41.4,981.0,56,24.1,6,0,16,1.6,223,N/A,Clear sky,33.5,26.5,1,5.34,6.04,44.7,333.79
Ziro,Arunachal Pradesh,India,27.6333,93.8333,19800,2024-09-20 08:50:33,23:31,11:42,28.6,30.3,30.3,849.0,60,19.9,6,0,16,2.7,151,N/A,Haze,27.2,20.0,1,0.64,0.7,32.54,260.35
Dirang,Arunachal Pradesh,India,27.3601,92.2412,19800,2024-09-20 08:50:34,23:41,11:52,15.7,15.7,15.7,698.0,85,13.0,3,88,8,1.7,139,N/A,Drizzle,23.4,17.0,1,1.71,1.8,37.91,200.27
Changlang,Arunachal Pradesh,India,27.1395,95.7362,19800,2024-09-20 08:50:34,23:27,11:38,34.8,41.2,41.2,973.0,53,23.7,6,0,16,1.8,297,N/A,Clear sky,30.8,24.2,2,13.09,14.0,86.55,393.87
Namsai,Arunachal Pradesh,India,27.6667,95.8734,19800,2024-09-20 08:50:35,23:27,11:38,33.6,39.7,39.7,986.0,57,23.8,6,0,16,0.3,32,N/A,Clear sky,34.8,26.3,2,13.83,14.95,64.37,433.92
Nari,Arunachal Pradesh,India,35.22,71.5228,16200,2024-09-20 08:50:35,01:01,13:13,26.7,26.0,26.0,791.0,22,2.9,7,0,16,2.9,161,N/A,Haze,27.7,15.2,2,2.57,5.38,95.84,151.87
Tawang,Arunachal Pradesh,India,27.5833,91.8667,19800,2024-09-20 08:50:32,23:41,11:52,22.7,22.5,22.5,767.0,57,13.6,4,55,16,2.8,181,N/A,Haze,17.9,12.4,1,1.96,2.19,32.19,226.97
Walong,Arunachal Pradesh,India,35.7791,102.2526,28800,2024-09-20 08:50:36,22:52,11:05,8.7,8.7,8.7,728.0,95,7.8,4,0,0,2.2,47,N/A,Light rain,12.6,9.9,2,7.24,7.71,77.96,257.02
Guwahati,Assam,India,26.1862,91.751,19800,2024-09-20 08:50:36,23:41,11:52,36.0,47.6,47.6,995.1,59,26.7,7,0,16,3.1,300,N/A,Haze,36.4,27.3,2,17.11,19.59,87.98,420.57
Dibrugarh,Assam,India,27.4833,94.9,19800,2024-09-20 08:50:36,23:27,11:38,38.0,52.3,52.3,988.9,56,27.7,6,0,16,1.0,0,N/A,Clear sky,36.1,27.5,2,14.84,16.07,74.39,440.6
Jorhat,Assam,India,26.75,94.2167,19800,2024-09-20 08:50:37,23:31,11:42,35.3,42.9,42.9,990.0,54,24.5,6,0,16,1.8,243,N/A,Haze,35.2,27.0,4,30.14,37.3,148.77,674.25
Silchar,Assam,India,24.8167,92.8,19800,2024-09-20 08:50:37,23:33,11:43,35.9,47.1,47.1,996.0,59,26.4,7,0,16,1.4,304,N/A,Clear sky,36.6,26.9,1,8.56,10.24,50.78,400.54
Nagaon,Assam,India,26.3482,92.6858,19800,2024-09-20 08:50:37,23:41,11:52,35.7,44.5,44.5,990.0,55,25.0,7,0,16,1.5,336,N/A,Haze,36.8,27.6,2,12.31,14.33,85.12,453.95
Tinsukia,Assam,India,27.5,95.3667,19800,2024-09-20 08:50:38,23:27,11:38,34.9,43.2,43.2,987.0,57,24.9,6,0,16,2.0,231,N/A,Clear sky,36.5,27.6,2,17.25,21.15,60.08,487.33
Bongaigaon,Assam,India,26.4782,90.5568,19800,2024-09-20 08:50:38,23:41,11:52,35.6,43.7,43.7,993.0,54,24.6,3,85,16,2.4,238,N/A,Haze,36.3,27.8,3,36.98,46.38,97.28,687.6
Barpeta,Assam,India,26.3167,91.0,19800,2024-09-20 08:50:38,23:41,11:52,36.8,43.6,43.6,995.0,47,23.7,7,0,16,3.4,272,N/A,Haze,36.4,28.0,2,20.55,23.03,87.26,447.27
Haflong,Assam,India,25.1833,93.0333,19800,2024-09-20 08:50:39,23:32,11:43,31.5,33.8,33.8,888.0,52,20.2,7,0,16,1.3,88,N/A,Clear sky,31.0,24.1,1,3.61,4.22,27.9,310.42
Karimganj,Assam,India,24.8667,92.35,19800,2024-09-20 08:50:39,23:33,11:43,36.4,46.5,46.5,997.0,55,25.9,7,0,16,2.0,219,N/A,Clear sky,36.8,28.2,2,19.46,22.38,73.67,467.3
Nalbari,Assam,India,26.4456,91.4354,19800,2024-09-20 08:50:39,23:41,11:52,36.1,44.1,44.1,994.0,52,24.6,3,89,16,2.4,293,N/A,Haze,36.4,28.3,2,21.27,23.92,77.96,480.65
Goalpara,Assam,India,26.1667,90.6167,19800,2024-09-20 08:50:39,23:41,11:52,33.7,40.8,40.8,996.0,59,24.4,7,0,16,1.2,243,N/A,Haze,35.9,28.2,3,30.35,35.17,89.41,494.0
Dhubri,Assam,India,26.0333,89.9667,19800,2024-09-20 08:50:40,23:50,12:01,36.4,43.5,43.5,996.0,49,23.9,7,0,16,1.9,289,N/A,Clear sky,36.7,29.1,3,33.51,36.85,98.71,467.3
Kokrajhar,Assam,India,26.399,90.2718,19800,2024-09-20 08:50:40,23:50,12:01,35.8,43.8,43.8,994.0,53,24.6,7,0,16,2.5,262,N/A,Clear sky,36.1,27.1,3,28.8,33.36,90.12,514.03
Baksa,Assam,India,45.9595,18.095,7200,2024-09-20 08:50:41,04:32,16:48,18.5,18.0,18.0,1006.0,65,11.6,4,0,16,4.6,91,N/A,Clear sky,21.0,13.2,1,5.3,6.38,57.94,233.65
Hojai,Assam,India,26.0,92.8667,19800,2024-09-20 08:50:41,23:41,11:52,33.0,41.2,41.2,962.0,65,25.4,7,0,16,1.9,23,N/A,Haze,36.2,26.9,2,6.89,8.31,77.25,420.57
Lakhimpur,Assam,India,27.95,80.7667,19800,2024-09-20 08:50:41,00:24,12:35,32.8,37.5,37.5,986.0,56,22.8,8,0,16,1.7,246,N/A,Haze,33.5,25.8,3,44.09,47.47,115.87,473.98
Mangaldoi,Assam,India,26.4363,92.0307,19800,2024-09-20 08:50:41,23:41,11:52,36.2,44.0,44.0,993.0,51,24.4,7,0,16,2.4,285,N/A,Haze,36.6,29.4,2,21.35,24.69,87.26,514.03
Patna,Bihar,India,25.6,85.1167,19800,2024-09-20 08:50:42,00:07,12:18,36.0,54.9,54.9,997.4,71,29.9,8,0,16,3.6,270,N/A,Haze,34.9,26.9,4,65.61,70.84,145.91,460.63
Gaya,Bihar,India,24.7833,85.0,19800,2024-09-20 08:50:42,00:08,12:18,33.0,40.3,40.3,992.1,62,24.8,8,0,16,3.6,270,N/A,Haze,34.1,26.2,5,80.28,84.94,148.77,453.95
Bhagalpur,Bihar,India,25.25,87.0,19800,2024-09-20 08:50:42,00:07,12:18,36.3,42.4,42.4,996.0,47,23.0,8,0,16,2.8,279,N/A,Haze,35.3,27.4,4,72.28,78.0,135.9,487.33
Muzaffarpur,Bihar,India,26.1167,85.4,19800,2024-09-20 08:50:13,00:07,12:18,36.1,41.1,41.1,995.0,45,22.1,8,0,16,3.7,280,N/A,Haze,35.3,27.1,5,80.36,87.81,153.07,514.03
Darbhanga,Bihar,India,26.1667,85.9,19800,2024-09-20 08:50:43,00:07,12:18,36.8,41.9,41.9,994.0,43,22.0,8,0,16,3.8,289,N/A,Haze,35.8,27.3,5,77.04,84.14,154.5,500.68
Arrah,Bihar,India,25.5667,84.6667,19800,2024-09-20 08:50:43,00:07,12:18,34.6,40.3,40.3,994.0,52,23.2,8,0,16,3.3,279,N/A,Haze,35.2,26.9,4,70.1,75.0,154.5,480.65
Purnia,Bihar,India,25.7833,87.4667,19800,2024-09-20 08:50:44,00:07,12:18,36.7,42.1,42.1,996.0,44,22.4,7,0,16,2.9,296,N/A,Haze,35.7,27.6,5,78.78,84.91,135.9,500.68
Hajipur,Bihar,India,25.6833,85.2167,19800,2024-09-20 08:50:44,00:07,12:18,35.7,40.6,40.6,996.0,46,22.0,8,0,16,3.3,292,N/A,Haze,35.1,28.2,5,81.9,89.25,163.08,520.71
Siwan,Bihar,India,26.2167,84.3667,19800,2024-09-20 08:50:44,00:07,12:18,35.0,39.7,39.7,994.0,48,22.4,8,0,16,3.5,279,N/A,Haze,35.3,26.8,4,57.15,62.38,144.48,473.98
Motihari,Bihar,India,26.65,84.9167,19800,2024-09-20 08:50:45,00:07,12:18,35.9,41.0,41.0,993.0,46,22.5,8,0,16,4.0,282,N/A,Haze,35.6,26.8,4,60.94,66.79,120.16,460.63
Samastipur,Bihar,India,25.85,85.7833,19800,2024-09-20 08:50:45,00:07,12:18,36.5,41.2,41.2,996.0,43,21.8,8,0,16,3.6,293,N/A,Haze,35.3,27.2,5,84.78,92.98,163.08,527.38
Katihar,Bihar,India,25.5333,87.5833,19800,2024-09-20 08:50:45,00:07,12:18,37.0,42.3,42.3,996.0,43,22.2,7,0,16,2.8,293,N/A,Haze,35.7,27.9,5,76.63,82.78,131.61,494.0
Jamui,Bihar,India,24.9167,86.2167,19800,2024-09-20 08:50:45,00:08,12:18,35.3,41.2,41.2,993.0,50,23.2,8,0,16,3.0,280,N/A,Haze,34.8,27.4,5,98.37,106.21,163.08,540.73
Nalanda,Bihar,India,7.6664,80.6366,19800,2024-09-20 08:50:46,00:29,12:37,31.6,33.1,33.1,983.0,48,19.1,6,57,16,6.5,242,N/A,Scattered clouds,33.2,25.5,1,1.29,1.86,50.78,220.3
Buxar,Bihar,India,25.5833,83.9833,19800,2024-09-20 08:50:46,00:07,12:18,34.2,40.2,40.2,994.0,54,23.4,8,0,16,2.9,292,N/A,Haze,34.5,27.2,3,40.55,45.21,128.75,423.91
Saharsa,Bihar,India,25.8833,86.6,19800,2024-09-20 08:50:46,00:07,12:18,37.2,42.4,42.4,996.0,42,22.1,8,0,16,3.3,294,N/A,Haze,36.0,27.3,4,61.63,66.69,137.33,460.63
Munger,Bihar,India,25.3833,86.4667,19800,2024-09-20 08:50:47,00:07,12:18,36.9,42.5,42.5,996.0,44,22.4,8,0,16,3.2,286,N/A,Haze,34.9,27.5,5,84.97,91.47,171.66,507.36
Khagaria,Bihar,India,25.5,86.4833,19800,2024-09-20 08:50:47,00:07,12:18,36.9,42.5,42.5,996.0,44,22.4,8,0,16,3.2,286,N/A,Haze,35.4,27.2,4,70.67,76.86,151.63,473.98
Begusarai,Bihar,India,25.4167,86.1333,19800,2024-09-20 08:50:47,00:07,12:18,36.7,41.7,41.7,996.0,43,22.1,8,0,16,3.0,286,N/A,Haze,35.1,27.6,5,85.46,93.16,161.65,527.38
Raipur,Chhattisgarh,India,21.2333,81.6333,19800,2024-09-20 08:50:48,00:12,12:22,32.1,37.4,37.4,970.0,61,23.5,9,0,16,3.4,30,N/A,Clear sky,31.0,25.1,2,12.24,14.74,87.98,327.11
Bhilai,Chhattisgarh,India,21.2167,81.4333,19800,2024-09-20 08:50:48,00:32,12:42,32.4,37.5,37.5,970.0,59,23.1,9,0,16,3.0,42,N/A,Haze,30.7,24.8,2,8.69,11.97,82.97,323.77
Bilaspur,Chhattisgarh,India,22.0833,82.15,19800,2024-09-20 08:50:48,00:12,12:22,33.3,38.7,38.7,972.0,56,23.2,9,0,16,1.7,126,N/A,Clear sky,32.4,25.9,2,17.76,19.85,98.71,340.46
Korba,Chhattisgarh,India,22.35,82.6833,19800,2024-09-20 08:50:49,00:12,12:22,33.6,38.7,38.7,968.0,54,22.8,9,0,16,2.6,91,N/A,Clear sky,31.8,25.4,5,108.98,114.51,71.53,370.5
Durg,Chhattisgarh,India,21.1833,81.2833,19800,2024-09-20 08:46:32,00:32,12:42,32.3,37.0,37.0,966.0,58,23.0,9,0,16,2.5,45,N/A,Haze,30.4,25.0,3,19.91,23.89,37.91,654.22
Jagdalpur,Chhattisgarh,India,19.0667,82.0333,19800,2024-09-20 08:50:49,00:15,12:25,28.3,31.3,31.3,932.0,71,22.5,9,0,16,0.9,306,N/A,Clear sky,29.6,23.1,2,14.99,17.44,39.7,313.76
Raigarh,Chhattisgarh,India,21.9,83.4,19800,2024-09-20 08:50:49,00:12,12:22,31.3,37.9,37.9,972.0,69,24.7,9,0,16,1.9,144,N/A,Clear sky,32.1,26.4,3,36.29,38.5,111.58,363.83
Ambikapur,Chhattisgarh,India,23.1167,83.2,19800,2024-09-20 08:50:50,00:12,12:22,29.8,33.8,33.8,938.0,67,23.0,8,0,16,1.4,34,N/A,Clear sky,29.9,23.7,4,64.02,69.17,91.55,313.76
Kawardha,Chhattisgarh,India,22.0167,81.25,19800,2024-09-20 08:50:50,00:28,12:38,29.7,33.1,33.1,932.0,65,22.2,9,0,16,2.7,358,N/A,Haze,32.1,24.9,2,6.54,8.36,77.96,330.45
Janjgir,Chhattisgarh,India,22.0091,82.5789,19800,2024-09-20 08:50:50,00:12,12:22,32.1,38.1,38.1,973.0,63,24.1,9,0,12,3.0,138,N/A,Clear sky,32.6,26.0,3,42.16,46.89,113.01,367.17
Rajnandgaon,Chhattisgarh,India,21.0965,81.0292,19800,2024-09-20 08:50:51,00:32,12:42,31.2,36.0,36.0,964.0,63,23.3,9,0,9,2.4,43,N/A,Haze,30.8,24.9,2,8.98,12.0,81.54,307.08
Mungeli,Chhattisgarh,India,22.0667,81.6833,19800,2024-09-20 08:50:51,00:28,12:38,34.0,38.6,38.6,968.0,51,22.2,9,0,16,2.0,34,N/A,Haze,33.0,25.3,2,11.97,14.32,77.96,340.46
Kanker,Chhattisgarh,India,20.2719,81.4931,19800,2024-09-20 08:50:51,00:32,12:42,30.0,34.7,34.7,948.0,69,23.5,9,0,16,2.0,342,N/A,Haze,29.6,23.7,2,19.47,21.75,88.69,320.44
Dantewada,Chhattisgarh,India,18.8872,81.35,19800,2024-09-20 08:50:52,00:21,12:30,27.9,32.3,32.3,962.0,84,24.8,9,0,6,1.4,310,N/A,Clear sky,29.5,24.2,2,9.88,10.76,65.09,277.04
Sukma,Chhattisgarh,India,18.3931,81.657,19800,2024-09-20 08:50:52,00:21,12:30,30.7,34.8,34.8,961.0,63,22.7,9,0,16,1.9,304,N/A,Clear sky,30.7,25.4,2,17.36,18.41,61.51,310.42
Baloda Bazar,Chhattisgarh,India,21.6667,82.1667,19800,2024-09-20 08:50:52,00:12,12:22,32.8,38.9,38.9,974.0,60,23.8,9,0,16,2.1,60,N/A,Clear sky,32.3,25.4,3,17.83,20.18,110.15,327.11
Saraipali,Chhattisgarh,India,21.3333,83.0,19800,2024-09-20 08:50:53,00:12,12:22,31.0,37.1,37.1,971.0,69,24.5,5,58,16,2.8,51,N/A,Scattered clouds,31.8,25.6,5,92.43,98.8,144.48,460.63
Champa,Chhattisgarh,India,22.05,82.65,19800,2024-09-20 08:50:53,00:12,12:22,33.2,38.8,38.8,972.0,57,23.4,4,85,16,2.2,99,N/A,Broken clouds,32.6,26.0,5,144.1,151.64,34.69,393.87
Panaji,Goa,India,15.4833,73.8333,19800,2024-09-20 08:50:54,00:53,13:02,29.0,33.5,33.5,1007.4,74,23.9,11,0,16,3.6,230,N/A,Clear sky,30.9,25.1,1,1.48,2.42,38.98,205.28
Vasco da Gama,Goa,India,15.3959,73.8157,19800,2024-09-20 08:50:54,00:53,13:02,29.0,33.5,33.5,1007.4,74,23.9,11,0,16,3.6,230,N/A,Clear sky,30.9,24.2,1,1.11,2.16,38.62,200.27
Mapusa,Goa,India,15.5927,73.8118,19800,2024-09-20 08:50:54,00:53,13:02,29.0,33.5,33.5,1007.4,74,23.9,11,0,16,3.6,230,N/A,Clear sky,30.2,25.1,1,1.48,2.42,38.98,205.28
Ponda,Goa,India,15.4,74.0167,19800,2024-09-20 08:50:55,00:53,13:02,29.0,33.5,33.5,1007.4,74,23.9,11,0,16,3.6,230,N/A,Clear sky,31.0,24.2,1,2.99,3.99,45.42,236.99
Cortalim,Goa,India,15.3833,73.8833,19800,2024-09-20 08:50:55,00:53,13:02,29.0,33.5,33.5,1007.4,74,23.9,11,0,16,3.6,230,N/A,Clear sky,30.9,24.2,1,1.11,2.16,38.62,200.27
Curchorem,Goa,India,15.25,74.1,19800,2024-09-20 08:50:55,00:53,13:02,28.1,31.3,31.3,1006.0,74,23.0,11,0,16,4.7,235,N/A,Clear sky,30.0,23.8,1,1.4,2.15,38.98,206.95
Bicholim,Goa,India,15.5869,73.9462,19800,2024-09-20 08:50:55,00:53,13:02,28.7,32.1,32.1,1006.0,71,22.8,11,0,16,4.4,230,N/A,Clear sky,30.9,24.2,1,1.48,2.42,38.98,205.28
Pernem,Goa,India,15.7167,73.8,19800,2024-09-20 08:50:56,00:53,13:02,28.1,31.0,31.0,1006.0,72,22.5,10,0,16,3.6,219,N/A,Clear sky,30.3,23.9,1,2.37,3.5,46.49,213.62
Quepem,Goa,India,15.2167,74.0667,19800,2024-09-20 08:50:56,00:53,13:02,28.1,31.3,31.3,1006.0,74,23.0,11,0,16,4.7,235,N/A,Clear sky,30.0,23.8,1,1.4,2.15,38.98,206.95
Sanguem,Goa,India,15.2333,74.1667,19800,2024-09-20 08:50:57,00:53,13:02,28.1,31.3,31.3,1006.0,74,23.0,11,0,16,4.7,235,N/A,Clear sky,29.3,22.9,1,1.4,2.15,38.98,206.95
Canacona,Goa,India,14.9959,74.0506,19800,2024-09-20 08:50:57,00:53,13:02,28.1,31.3,31.3,1006.0,74,23.0,11,0,16,4.7,235,N/A,Clear sky,29.5,24.4,1,0.89,1.39,35.05,196.93
Sanvordem,Goa,India,15.2667,74.1167,19800,2024-09-20 08:50:57,00:53,13:02,28.1,31.3,31.3,1006.0,74,23.0,11,0,16,4.7,235,N/A,Clear sky,30.7,23.8,1,1.4,2.15,38.98,206.95
Calangute,Goa,India,15.5439,73.7553,19800,2024-09-20 08:50:58,00:53,13:02,29.0,33.5,33.5,1007.4,74,23.9,11,0,16,3.6,230,N/A,Clear sky,30.2,25.1,1,1.02,1.68,36.12,193.6
Ahmedabad,Gujarat,India,23.0333,72.6167,19800,2024-09-20 08:50:03,00:57,13:07,32.0,36.8,36.8,998.8,59,23.0,10,0,16,4.1,260,N/A,Smoke,37.3,25.6,3,18.63,57.6,95.84,226.97
Surat,Gujarat,India,21.1667,72.8333,19800,2024-09-20 08:50:03,00:57,13:07,31.0,37.7,37.7,1012.4,70,24.9,10,0,16,4.63,240,N/A,Clear sky,31.6,26.6,3,38.82,57.88,60.08,534.06
Vadodara,Gujarat,India,22.3,73.2,19800,2024-09-20 08:46:20,00:55,13:05,33.0,37.9,37.9,1009.4,55,22.8,10,0,16,4.12,210,N/A,Clear sky,33.7,25.4,2,18.95,45.26,94.41,250.34
Rajkot,Gujarat,India,22.3,70.7833,19800,2024-09-20 08:46:28,00:59,13:09,34.2,37.4,37.4,992.0,46,20.7,10,0,16,4.2,280,N/A,Clear sky,33.8,24.0,4,32.46,65.96,151.63,216.96
Gandhinagar,Gujarat,India,23.2167,72.6833,19800,2024-09-20 08:49:40,00:57,13:07,32.0,36.8,36.8,998.8,59,23.0,10,0,16,4.1,260,N/A,Smoke,33.8,25.4,3,18.57,62.79,98.71,216.96
Bhavnagar,Gujarat,India,21.7667,72.15,19800,2024-09-20 08:51:00,00:59,13:09,34.3,37.9,37.9,998.0,47,21.1,10,0,16,3.5,272,N/A,Clear sky,31.9,26.5,3,15.66,37.86,105.86,220.3
Jamnagar,Gujarat,India,22.4667,70.0667,19800,2024-09-20 08:51:00,00:59,13:09,28.7,32.8,32.8,1005.0,75,23.7,10,0,16,6.3,281,N/A,Clear sky,33.2,24.7,3,14.54,53.44,70.81,193.6
Junagadh,Gujarat,India,21.5167,70.4667,19800,2024-09-20 08:51:00,00:59,13:09,33.3,37.4,37.4,998.0,52,22.0,10,0,16,4.1,241,N/A,Clear sky,33.3,23.5,2,11.89,38.39,79.39,203.61
Anand,Gujarat,India,22.5667,72.9333,19800,2024-09-20 08:51:01,00:55,13:05,34.9,39.2,39.2,1001.0,47,21.7,10,0,16,3.7,284,N/A,Clear sky,33.1,25.5,3,22.56,57.86,103.0,233.65
Nadiad,Gujarat,India,22.7,72.8667,19800,2024-09-20 08:51:01,00:57,13:07,35.0,38.7,38.7,1002.0,45,21.3,10,0,16,4.6,310,N/A,Smoke,33.1,25.4,3,34.1,71.29,123.02,233.65
Porbandar,Gujarat,India,21.6422,69.6093,19800,2024-09-20 08:51:01,00:59,13:09,27.6,30.6,30.6,1006.0,77,23.0,10,0,16,4.6,276,N/A,Clear sky,32.4,24.8,2,11.65,44.13,59.37,193.6
Valsad,Gujarat,India,20.6333,72.9333,19800,2024-09-20 08:51:02,00:57,13:07,28.0,32.0,32.0,1006.0,80,24.1,10,0,16,4.6,263,N/A,Clear sky,30.9,26.5,2,8.31,24.89,65.09,191.93
Bharuch,Gujarat,India,21.7,72.9667,19800,2024-09-20 08:51:02,00:57,13:07,32.4,36.1,36.1,1004.0,54,21.9,10,0,16,3.8,236,N/A,Clear sky,33.4,25.5,3,14.43,33.51,101.57,213.62
Gandhidham,Gujarat,India,23.0833,70.1333,19800,2024-09-20 08:51:02,00:59,13:09,34.5,38.0,38.0,1000.0,46,21.1,10,0,16,5.9,240,N/A,Clear sky,33.7,26.3,3,14.27,53.73,87.26,201.94
Godhra,Gujarat,India,22.75,73.6333,19800,2024-09-20 08:51:03,00:55,13:05,33.2,38.1,38.1,994.0,55,22.9,10,0,16,4.6,276,N/A,Clear sky,31.4,25.0,4,53.74,94.48,140.19,260.35
Patan,Gujarat,India,27.6667,85.3333,20700,2024-09-20 08:51:03,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,3,92,16,3.6,210,N/A,Light rain,29.4,19.5,2,5.81,7.71,71.53,353.81
Palanpur,Gujarat,India,24.1667,72.4333,19800,2024-09-20 08:51:03,00:57,13:07,33.5,36.6,36.6,986.0,48,20.9,10,0,16,4.1,282,N/A,Smoke,32.1,25.0,3,23.93,78.86,95.84,216.96
